unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,:id,:version,:created_at,:updated_at
669728,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Summer 2020,2020-06-01T00:00:00.000,6.57,row-rzuv-4j8u.y7nb,rv-w7n4-kmxk_hzj5,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
670885,386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2020,2020-06-01T00:00:00.000,30.44,row-7s9v-6wna~aixi,rv-zruh_kjqz_8rmc,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
670899,386,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2020,2020-06-01T00:00:00.000,28.42,row-tit5_5uhg-i2yu,rv-8gmv.7trg.kkaz,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669692,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2020,2020-06-01T00:00:00.000,6.98,row-am9d~zpd2.pdqk,rv-qv72_psuf~r8c4,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667707,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2020,2020-06-01T00:00:00.000,11.78,row-ha54_hhbx.8hqa,rv-f5ue_am3x~27n3,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667059,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2020,2020-06-01T00:00:00.000,12.22,row-zbjr-8q8j-gdi6,rv-frdm-2g78_b4bw,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667305,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2020,2020-06-01T00:00:00.000,7.29,row-px8y_mdur_nt8w,rv-rrcb_74s9.aajy,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667539,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2020,2020-06-01T00:00:00.000,17.82,row-22ef~td3g.x9ix,rv-aa35_khvv.c5te,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667209,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2020,2020-06-01T00:00:00.000,16.22,row-vvvz~grr4_sfb2,rv-2pkw.v9wk~bxvt,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
671105,386,Ozone (O3),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2020,2020-06-01T00:00:00.000,31.83,row-y32d.6i8u-mran,rv-kuut.47qp~692k,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667479,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2020,2020-06-01T00:00:00.000,18.26,row-dkr7-gfda.tnne,rv-rfxb~kq4t~3czp,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669906,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2020,2020-06-01T00:00:00.000,6.83,row-6tfn_wie3_mtaa,rv-dmvm-d96v~53wu,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
670942,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2020,2020-06-01T00:00:00.000,31.49,row-mi5v~qqgx.s4gg,rv-phev_2cvx-zxn4,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
670960,386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2020,2020-06-01T00:00:00.000,29.52,row-xvp3_k2uz~h25q,rv-ziku-dy88_b48d,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
671103,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2020,2020-06-01T00:00:00.000,31.61,row-2fhk_ib2f~vwtb,rv-mkfd-7vri~k24w,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667347,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2020,2020-06-01T00:00:00.000,11.59,row-5x4k_hm32~t6di,rv-fcv5_ksu4.ku6f,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667473,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2020,2020-06-01T00:00:00.000,17.92,row-gshj-z53f_kr4m,rv-izb6~s5e8-jymb,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667161,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2020,2020-06-01T00:00:00.000,13.24,row-msbg.zyat_hqm2,rv-xj4m_czch.jn4e,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667149,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2020,2020-06-01T00:00:00.000,9.8,row-4sr9.f6h9~qia4,rv-s8rf-c5rd_u36y,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669623,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2020,2020-06-01T00:00:00.000,8.02,row-5uxx.tgzy_grq6,rv-t54f~yzic_dcbi,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667767,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2020,2020-06-01T00:00:00.000,8.61,row-mc5v-zxyy.zmkv,rv-978e.a2je.snyv,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667185,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2020,2020-06-01T00:00:00.000,15.07,row-hqmz-3569_877e,rv-hafe-urs7~c4se,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669734,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2020,2020-06-01T00:00:00.000,6.69,row-dnwx-r5ef.a8fw,rv-8qbw-3wnp~bgtt,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667521,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2020,2020-06-01T00:00:00.000,16.72,row-xucd_32h5~8ukd,rv-eu3x.bgxb.xu2a,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667353,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2020,2020-06-01T00:00:00.000,10.42,row-5779-rxnv~uajc,rv-w3jh_fjcq.fn45,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667413,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2020,2020-06-01T00:00:00.000,14.24,row-fiwr-8hgq_ykz3,rv-xvhx_4wth.7us6,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667041,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2020,2020-06-01T00:00:00.000,15.97,row-8tgd-up9b-camn,rv-9fma~vzfg.5hqp,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
670903,386,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2020,2020-06-01T00:00:00.000,29.84,row-u3y3.8kib.b24i,rv-kyw7~k92k~b24g,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667269,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2020,2020-06-01T00:00:00.000,9.35,row-vqmi-844r~awip,rv-wr4m_av4h.pnwy,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667585,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2020,2020-01-01T00:00:00.000,17.94,row-kruk-768j.huh8,rv-vhpt~q6xq-dmpb,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669564,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2020,2020-01-01T00:00:00.000,7.79,row-v3x6.jns2.7gwz,rv-mgdk~5r4e-p7hr,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667651,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2020,2020-01-01T00:00:00.000,16.8,row-642q_8amj-2k47,rv-4kyg-86uq-95gw,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667603,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2020,2020-01-01T00:00:00.000,18.08,row-6r5m_ftks.cy6y,rv-7a6r~bver~rfjj,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667447,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2020,2020-01-01T00:00:00.000,14.75,row-847x-ii2e~gwur,rv-4jj7_5jd9~ikp3,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669898,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Annual Average 2020,2020-01-01T00:00:00.000,6.47,row-z9ky-3bx9_kuv3,rv-h4kf~4qdw~8udi,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669664,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2020,2020-01-01T00:00:00.000,6.35,row-pyht.cadq-sqpb,rv-2kax_b8h2~qeix,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667297,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2020,2020-01-01T00:00:00.000,11.78,row-xaxq_hadx-9e7j,rv-p83n~h2zy_ra8t,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669952,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2020,2020-01-01T00:00:00.000,6.26,row-xuvm_qfd7.nvkt,rv-dxuk-jxcf~5mw2,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669769,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2020,2020-01-01T00:00:00.000,8.5,row-hzza.p7q2-fbpa,rv-xfx3_b4aq_8sya,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669643,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2020,2020-01-01T00:00:00.000,5.91,row-im8c~i3t8.dwir,rv-quzf.snny.p42i,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667735,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2020,2020-01-01T00:00:00.000,13.04,row-idtw~mgt8~mub2,rv-96yh~66v6-n4ds,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667741,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2020,2020-01-01T00:00:00.000,15.6,row-d74k-3fk5.j7d6,rv-ggkw.zczg~2mfn,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669973,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2020,2020-01-01T00:00:00.000,5.33,row-5j7w-2u2x_kbjv,rv-3x7a-wiup.fwsv,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667843,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2020,2020-01-01T00:00:00.000,13.08,row-ezem-mxc6.td7w,rv-d7w9.9vzy-q9qu,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667189,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2020,2020-01-01T00:00:00.000,20.89,row-wfut_2k35-zmns,rv-dzaw.tmut-4brn,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669877,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2020,2020-01-01T00:00:00.000,5.92,row-973b~76je.qa7u,rv-r7dr~5vzk_b9p7,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667057,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2020,2020-01-01T00:00:00.000,15.9,row-sekw~t5sj.qzz5,rv-hs35~aecw.wpsu,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669970,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2020,2020-01-01T00:00:00.000,5.78,row-g8jx_ds3u-t6ev,rv-vyfq-jdmk-hc3r,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667663,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2020,2020-01-01T00:00:00.000,19.72,row-tdmm_ikqh-iehr,rv-pv6j~r6s6-7sy2,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667537,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2020,2020-01-01T00:00:00.000,22.53,row-9gj8~84fp.97my,rv-hxns~ug4u~82br,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667849,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2020,2020-01-01T00:00:00.000,10.47,row-ub7z~js96_d2i4,rv-bytd.96ky_4v4x,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669814,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Annual Average 2020,2020-01-01T00:00:00.000,6.69,row-2sdd.2bgb_6kkw,rv-g8fy_64ch.znab,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667813,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2020,2020-01-01T00:00:00.000,14.13,row-jpjp-ibrr_n55z,rv-t65a.bia8-cxqs,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667351,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2020,2020-01-01T00:00:00.000,15.74,row-pb98-8vib-jc3i,rv-x3g2.bjxd_68h2,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669865,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2020,2020-01-01T00:00:00.000,5.87,row-zi8i_a7ni_sz78,rv-gqm3.y9k5~eywu,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669703,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2020,2020-01-01T00:00:00.000,6.12,row-zbz5~gitv~rnt4,rv-sehy.cy83_rvbn,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669745,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2020,2020-01-01T00:00:00.000,6,row-8qgj.fj3n.cahb,rv-6r6k~kivw-27b3,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667075,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2020,2020-01-01T00:00:00.000,16.19,row-c6r9.rjzw~32xb,rv-9dfp_ugm3~kfkk,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669582,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2020,2020-01-01T00:00:00.000,6.28,row-smkt~gqjw.sw9v,rv-97fc_kbis~3zpq,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669796,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2020,2020-01-01T00:00:00.000,5.69,row-qj2n_zwxx_w56p,rv-cyd3~9p3r-fuw9,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2020,2020-01-01T00:00:00.000,13.78,row-k2i9_i4w3-thg9,rv-hwqq-unx2~hck5,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669736,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Annual Average 2020,2020-01-01T00:00:00.000,5.91,row-nfp6.86cw~iup4,rv-8xmn-anv5.5gw4,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669895,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2020,2020-01-01T00:00:00.000,6.74,row-5e2d.82iq_934r,rv-6rds~ydfc~i8xg,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667153,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2020,2020-01-01T00:00:00.000,13.78,row-5cz5-d3av_dhg9,rv-jqjr~xxb2~qny7,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667039,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2020,2020-01-01T00:00:00.000,20.54,row-ef6k-vbss-hi66,rv-eevk-wywf_y5kp,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669937,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2020,2020-01-01T00:00:00.000,6.95,row-77u4.gbjp~q7mb,rv-efzm_4atp~d4xx,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669721,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Annual Average 2020,2020-01-01T00:00:00.000,5.7,row-jz55-kiax.mea6,rv-x2yc-abpz_dpxh,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669838,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2020,2020-01-01T00:00:00.000,5.89,row-hsfa-hei7~ed7a,rv-6xr8_8vng-q7ax,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669802,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Annual Average 2020,2020-01-01T00:00:00.000,5.94,row-xza6~qzyx-dfun,rv-bft9_3nfz-67vm,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667771,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2020,2020-01-01T00:00:00.000,17.63,row-ig4d.88bn-mxym,rv-5sec~p4bp_t33k,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667279,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2020,2020-01-01T00:00:00.000,10.55,row-2ppx_f7bh_pidw,rv-uyac_g33u.uj26,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669613,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2020,2020-01-01T00:00:00.000,6.27,row-a7yi.x857_hc2g,rv-mspz.7nej_nu9c,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669640,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Annual Average 2020,2020-01-01T00:00:00.000,5.97,row-dpg8_u94w_he24,rv-hf7y.zh7j~3wp2,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669718,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Annual Average 2020,2020-01-01T00:00:00.000,5.62,row-b9fa.me46~waxk,rv-w577-nugn~ud3f,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669700,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Annual Average 2020,2020-01-01T00:00:00.000,7.04,row-5caa-dcg4-264g,rv-5xf7.driw_gpjm,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669934,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2020,2020-01-01T00:00:00.000,6.47,row-mxvz_6xgv_mbvi,rv-ihce~auvn_4jj9,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669585,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Annual Average 2020,2020-01-01T00:00:00.000,6.3,row-3x7r~szmp_z98c,rv-khbx_9tkb.33uq,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669625,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2020,2020-01-01T00:00:00.000,7.65,row-nbkg.77gp_5sq3,rv-hw9n_k8qx~t768,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669907,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2020,2020-01-01T00:00:00.000,6.06,row-vtcr-ppds~2yvy,rv-r64s.hzck_xnqp,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669763,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2020,2020-01-01T00:00:00.000,8.22,row-efsr~r22a~pnte,rv-qb35.dppb.ecrj,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669790,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2020,2020-01-01T00:00:00.000,5.7,row-5yae-a73i.wkja,rv-z3by_aksb~5gdt,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667315,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2020,2020-01-01T00:00:00.000,16.75,row-tqqq~khcy-c954,rv-9bdh~6bec-g9ci,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669670,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2020,2020-01-01T00:00:00.000,6.72,row-qqg6.vutu~bzjq,rv-kppp_uq5z_7rqh,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669576,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2020,2020-01-01T00:00:00.000,6.36,row-6t9u-dcup.wpwu,rv-5smd~43ce-75a5,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667513,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2020,2020-01-01T00:00:00.000,15.17,row-maum_7wt2~fz8y,rv-b9cd-8uv8.g6jk,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667177,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2020,2020-01-01T00:00:00.000,18.77,row-7nr3_9zvd~i3ud,rv-5qze-ynv7-6884,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667237,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2020,2020-01-01T00:00:00.000,15.59,row-q2m3-4spt~gm7u,rv-d9cb~w9rm-ezjt,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669570,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2020,2020-01-01T00:00:00.000,6.73,row-ntrr_z4nj-hsg4,rv-ht7v.bw7y~mbyq,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667339,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2020,2020-01-01T00:00:00.000,18.26,row-n5um-2cyi~u638,rv-ep38~gmfh~fyv8,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667207,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2020,2020-01-01T00:00:00.000,21.32,row-2dne.prvj.3ysp,rv-da6q.n6d7.exm7,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669579,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Annual Average 2020,2020-01-01T00:00:00.000,6.38,row-tjkn.u4rz_unpr,rv-2562~x54b.seck,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667429,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2020,2020-01-01T00:00:00.000,17.79,row-dqjx_28h5-aegz,rv-es84-6mrh~p69s,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667219,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2020,2020-01-01T00:00:00.000,21.55,row-3jjn~jg2m-cia9,rv-8z7r-ke2i.ih2j,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
669682,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2020,2020-01-01T00:00:00.000,5.97,row-rmbu.hxhk~k46a,rv-f8di.674b_in2x,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667213,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2020,2020-01-01T00:00:00.000,19.69,row-2esw_wa7q-799d,rv-ab6y-uzpw~hxdf,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667345,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2020,2020-01-01T00:00:00.000,17.1,row-wrmf_icmz-xy9m,rv-gu8c.j2mv-mfz2,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667753,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2020,2020-01-01T00:00:00.000,16.79,row-zhk5.emjv_c8rk,rv-4y7w_532z.ixwt,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667687,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2020,2020-01-01T00:00:00.000,15.48,row-rzda.dnwj~pznq,rv-n5kb~udtp.55em,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
667411,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2020,2020-01-01T00:00:00.000,18.77,row-g4ae-ik6n_xd2c,rv-xe9a-zqux.hyeg,2025-03-24T19:25:36.580Z,2026-03-16T14:19:15.028Z
